T*,V*,Rcut*,TAIL,ln(z*),<rho*>,stdev,<p*>,stdev,<U*>,stdev
0.72871,512.0,2.5,LFS,-6.448614108179102,0.0016140900456732264,1.8725589893451453e-07,0.0011645989087820574,1.4651295244196966e-07,-0.011460797466765803,5.2642360538906405e-06
0.72871,512.0,2.5,LFS,-6.443949309620082,0.0016217894633928352,1.880120946440623e-07,0.0011700987371120759,1.4713106849206344e-07,-0.011570505560347472,5.311743207773539e-06
0.72871,512.0,2.5,LFS,-6.439284511061063,0.0016295263514425396,1.887711589992257e-07,0.0011756248015926227,1.4775160656436067e-07,-0.011681275049791422,5.3596884047215505e-06
0.72871,512.0,2.5,LFS,-6.434619712502043,0.0016373008994210732,1.89533109104617e-07,0.0011811772299180027,1.483745752209616e-07,-0.011793116367487203,5.408075961568426e-06
0.72871,512.0,2.5,LFS,-6.429954913943019,0.0016451132979579323,1.9029796239667587e-07,0.0011867561504287673,1.4899998306437672e-07,-0.011906040050771432,5.456910241706709e-06
0.72871,512.0,2.5,LFS,-6.425290115384,0.0016529637387197,1.9106573665092112e-07,0.0011923616921152356,1.4962783874025522e-07,-0.012020056743019505,5.506195655663195e-06
0.72871,512.0,2.5,LFS,-6.42062531682498,0.0016608524144164044,1.9183644999008025e-07,0.001197993984621028,1.502581509361985e-07,-0.012135177194749089,5.5559366615398085e-06
0.72871,512.0,2.5,LFS,-6.41596051826596,0.00166877951880792,1.926101208886228e-07,0.0012036531582466235,1.5089092838387719e-07,-0.012251412264735344,5.6061377654995335e-06
0.72871,512.0,2.5,LFS,-6.41129571970694,0.0016767452467104176,1.9338676818046991e-07,0.0012093393439529386,1.5152617985944708e-07,-0.012368772921138582,5.656803522274246e-06
0.72871,512.0,2.5,LFS,-6.40663092114792,0.0016847497940028656,1.9416641106716627e-07,0.0012150526733649318,1.5216391418421862e-07,-0.012487270242644155,5.707938535659256e-06
0.72871,512.0,2.5,LFS,-6.401966122588897,0.0016927933576335753,1.9494906912262903e-07,0.0012207932787752242,1.528041402260234e-07,-0.012606915419614811,5.759547459000488e-06
0.72871,512.0,2.5,LFS,-6.397301324029877,0.0017008761356267915,1.957347623022885e-07,0.0012265612931477488,1.5344686689954116e-07,-0.012727719755255615,5.8116349957001434e-06
0.72871,512.0,2.5,LFS,-6.3926365254708575,0.001708998327089338,1.9652351094908233e-07,0.0012323568501214157,1.5409210316765067e-07,-0.012849694666791645,5.864205899721417e-06
0.72871,512.0,2.5,LFS,-6.387971726911838,0.0017171601322173043,1.973153358003256e-07,0.0012381800840138072,1.5473985804236693e-07,-0.012972851686658553,5.917264976077925e-06
0.72871,512.0,2.5,LFS,-6.383306928352818,0.0017253617523027864,1.9811025799605058e-07,0.0012440311298248887,1.553901405851887e-07,-0.013097202463706164,5.970817081346248e-06
0.72871,512.0,2.5,LFS,-6.378642129793798,0.0017336033897406746,1.989082990845747e-07,0.0012499101232407487,1.5604295990905582e-07,-0.013222758764415293,6.02486712415934e-06
0.72871,512.0,2.5,LFS,-6.373977331234778,0.0017418852480354924,1.9970948103041878e-07,0.001255817200637356,1.5669832517900626e-07,-0.013349532474127873,6.079420065721709e-06
0.72871,512.0,2.5,LFS,-6.369312532675757,0.0017502075318082907,2.0051382622299357e-07,0.0012617524990843493,1.5735624561235907e-07,-0.013477535598290787,6.134480920327707e-06
0.72871,512.0,2.5,LFS,-6.364647734116735,0.0017585704468035617,2.0132135747903388e-07,0.0012677161563488318,1.5801673048049112e-07,-0.01360678026371249,6.190054755753857e-06
0.72871,512.0,2.5,LFS,-6.359982935557715,0.0017669741998962683,2.0213209805758523e-07,0.001273708310899218,1.5867978911075212e-07,-0.013737278719835083,6.246146693998129e-06
0.72871,512.0,2.5,LFS,-6.3553181369986955,0.0017754189990988607,2.0294607165928702e-07,0.0012797291019090774,1.593454308860664e-07,-0.013869043340018875,6.3027619115555135e-06
0.72871,512.0,2.5,LFS,-6.350653338439676,0.0017839050535683788,2.0376330243906906e-07,0.0012857786692610181,1.600136652466828e-07,-0.0140020866228417,6.359905640030432e-06
0.72871,512.0,2.5,LFS,-6.345988539880656,0.0017924325736135966,2.045838150107893e-07,0.0012918571535505872,1.6068450169131695e-07,-0.01413642119341251,6.417583166631406e-06
0.72871,512.0,2.5,LFS,-6.341323741321634,0.0018010017707022342,2.054076344546206e-07,0.001297964696090206,1.613579497785143e-07,-0.014272059804699495,6.475799834662391e-06
0.72871,512.0,2.5,LFS,-6.3366589427626145,0.0018096128574681702,2.0623478632581581e-07,0.0013041014389130947,1.6203401912707701e-07,-0.014409015338872417,6.5345610440414705e-06
0.72871,512.0,2.5,LFS,-6.331994144203593,0.0018182660477188094,2.0706529666027536e-07,0.0013102675247772897,1.6271271941866403e-07,-0.014547300808660638,6.593872251793677e-06
0.72871,512.0,2.5,LFS,-6.327329345644573,0.0018269615564424086,2.0789919198230885e-07,0.0013164630971696171,1.6339406039731896e-07,-0.014686929358725339,6.65373897255918e-06
0.72871,512.0,2.5,LFS,-6.322664547085553,0.001835699599815498,2.0873649931168714e-07,0.0013226883003097283,1.6407805187226433e-07,-0.014827914267047174,6.714166779083391e-06
0.72871,512.0,2.5,LFS,-6.317999748526534,0.0018444803952103587,2.095772461708774e-07,0.0013289432791541496,1.6476470371819607e-07,-0.014970268946329416,6.775161302732705e-06
0.72871,512.0,2.5,LFS,-6.313334949967514,0.0018533041612025492,2.1042146059260268e-07,0.0013352281794003608,1.654540258768415e-07,-0.015114006945416458,6.836728233983405e-06
0.72871,512.0,2.5,LFS,-6.308670151408492,0.0018621711175784942,2.1126917112597126e-07,0.0013415431474908994,1.661460283586456e-07,-0.015259141950728184,6.8988733229152485e-06
0.72871,512.0,2.5,LFS,-6.304005352849472,0.0018710814853431165,2.121204068437401e-07,0.0013478883306174867,1.668407212435104e-07,-0.01540568778770986,6.961602379719659e-06
0.72871,512.0,2.5,LFS,-6.299340554290453,0.0018800354867275523,2.1297519734893296e-07,0.001354263876725186,1.6753811468306544e-07,-0.01555365842229886,7.024921275161128e-06
0.72871,512.0,2.5,LFS,-6.294675755731431,0.0018890333451968995,2.138335727835589e-07,0.001360669934516582,1.6823821890080797e-07,-0.015703067962406947,7.0888359411044904e-06
0.72871,512.0,2.5,LFS,-6.290010957172411,0.0018980752854580352,2.1469556383220612e-07,0.0013671066534559908,1.6894104419488193e-07,-0.015853930659419348,7.153352370958884e-06
0.72871,512.0,2.5,LFS,-6.285346158613391,0.0019071615334674934,2.1556120173198292e-07,0.0013735741837736912,1.6964660093842086e-07,-0.016006260909710492,7.21847662019753e-06
